chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
1760	34.53	大师	大師	dàshī	đại sư	đại sư/bậc thầy/siêu sao/sư phụ
1763	34.48	呼吸	呼吸	hūxī	hô hấp	hô hấp/thở/hít thở/thở ra hít vào/cực ngắn/nháy mắt/chốc lát
1767	34.44	西藏	西藏	xīcáng	tây tạng	Tây Tạng/khu tự trị Tây Tạng
1772	34.31	黄金	黃金	huángjīn	hoàng kim	hoàng kim/vàng/bảo vật/vật quý/quý báu
1775	34.26	争取	爭取	zhēngqǔ	tranh thủ	tranh thủ/thực hiện/ra sức thực hiện
1780	34.19	促进	促進	cùjìn	xúc tiến	xúc tiến/đẩy mạnh/thúc mau/giục gấp/thúc đẩy phát triển
1783	34.17	机器	機器	jīqì	cơ khí	máy móc/cơ khí
1789	34.06	学费	學費	xuéfèi	học phí	học phí/chi phí
1792	33.96	全身	全身	quánshēn	toàn thân	toàn thân
1793	33.96	浪费	浪費	làngfèi	lãng phí	lãng phí/hoang phí/phí phạm
1794	33.93	成果	成果	chéngguǒ	thành quả	thành quả/kết quả
1797	33.88	地球	地球	dìqíu	địa cầu	địa cầu/trái đất/quả đất
1799	33.82	师父	師父	shīfù	sư phụ	sư phụ
1803	33.78	学期	學期	xuéqī	học kì/học kỳ	học kỳ
1805	33.75	离婚	離婚	líhūn	li hôn/ly hôn	ly hôn/ly dị
1808	33.67	穿过	穿過	chuānguò	xuyên qua	xuyên qua/đi qua/băng qua/vượt qua/ngang qua/vắt ngang/đâm thủng/lọt qua
1812	33.65	武器	武器	wǔqì	vũ khí	vũ khí
1814	33.58	智慧	智慧	zhìhùi	trí tuệ	trí tuệ/trí khôn/thông minh/sáng suốt
1815	33.57	夫妇	夫婦	fūfù	phu phụ	vợ chồng/phu phụ
1816	33.56	分类	分類	fēnlèi	phân loại	phân loại/sắp xếp
1819	33.48	冠军	冠軍	guānjūn	quán quân	quán quân/giải nhất
1823	33.46	监督	監督	jiāndū	giám đốc	giám sát/đốc thúc/giám đốc/giám sát viên/đốc công/người làm nhiệm vụ giám sát
1826	33.42	分配	分配	fēnpèi	phân phối	phân phối/phân/bố trí/phân công
1827	33.4	硕士	碩士	shuòshì	thạc sĩ	thạc sĩ
1828	33.34	强大	強大	qiángdà	cường đại	cường đại/lớn mạnh/mạnh mẽ/hùng mạnh
1831	33.32	主持	主持	zhǔchí	chủ trì	chủ trì/chủ trương/ủng hộ/giữ gìn/bảo vệ/chủ trương công cuộc gì
1836	33.26	考察	考察	kǎochá	khảo sát	khảo sát/quan sát thực tế/điều tra thực tế/quan sát tỉ mỉ/quan sát cẩn thận
1841	33.15	教堂	教堂	jiàotáng	giáo đường	giáo đường/nhà thờ
1842	33.14	商量	商量	shāngliàng	thương lượng	thương lượng/bàn bạc/trao đổi
1846	33.02	对手	對手	dùishǒu	đối thủ	đối thủ/đấu thủ/ngang tài ngang sức/địch thủ
1848	32.98	公民	公民	gōngmín	công dân	công dân
1850	32.95	将军	將軍	jiāngjūn	tướng quân	tướng quân/chiếu tướng/làm khó/cấp tướng/sĩ quan cao cấp
1851	32.94	手续	手續	shǒuxù	thủ tục	thủ tục/giấy tờ
1852	32.92	事物	事物	shìwù	sự vật	sự vật
1855	32.81	财富	財富	cáifù	tài phú	tài phú/của cải/tài nguyên/giá trị
1856	32.8	区域	區域	qūyù	khu vực	khu vực/vùng
1862	32.66	工厂	工廠	gōngchǎng	công xưởng	nhà xưởng/công xưởng/xưởng/nhà máy
1864	32.58	标题	標題	biāotí	tiêu đề	tiêu đề/đầu đề/tít/tựa
1866	32.49	严肃	嚴肅	yánsù	nghiêm túc	nghiêm túc/nghiêm/làm cho nghiêm túc/nghiêm minh
1868	32.46	斗争	斗爭	dǒuzhēng	đấu tranh	đấu tranh/tranh đấu/đấu/đấu nhau/phấn đấu
1889	32.11	中华	中華	zhōnghuá	trung hoa	Trung Hoa
1891	32.1	局长	局長	júcháng	cục trưởng	cục trưởng
1892	32.1	告别	告別	gàobié	cáo biệt	cáo biệt/cáo từ/chia tay/tạm biệt/từ biệt/vĩnh biệt/biệt từ
1898	31.95	渴望	渴望	kěwàng	khát vọng	khát vọng/khát khao/tha thiết/ao ước/mong ngóng
1901	31.85	取消	取消	qǔxiāo	thủ tiêu	hủy bỏ/thủ tiêu/huỷ bỏ/xoá bỏ/bãi bỏ
1909	31.75	资本	資本	zīběn	tư bản	tư bản/vốn/tư sản
1911	31.65	愿望	願望	yuànwàng	nguyện vọng	nguyện vọng/ý nguyện/ước vọng/mong muốn
1912	31.64	相应	相應	xiāngyìng	tương ứng	tương ứng/nên/phải/thích hợp/khớp/rẻ/hời
1913	31.64	情景	情景	qíngjǐng	tình cảnh	tình cảnh/tình hình/cảnh tượng
1916	31.6	大会	大會	dàhùi	đại hội	đại hội/hội nghị/mít-tinh
1917	31.57	不满	不滿	bùmǎn	bất mãn	bất mãn/không vừa lòng
1918	31.57	队员	隊員	dùiyuán	đội viên	đội viên/đội viên đội thiếu niên tiền phong
1923	31.45	标志	標誌	biāozhì	tiêu chí	dấu hiệu/tiêu chí/ký hiệu/cột mốc/đánh dấu/cắm mốc/nêu rõ/chứng tỏ
1928	31.38	密码	密碼	mìmǎ	mật mã	mật mã
1933	31.32	修炼	修煉	xīuliàn	tu luyện	tu luyện
1936	31.3	家乡	家鄉	jiāxiāng	gia hương	gia hương/quê nhà/quê hương
1940	31.13	精华	精華	jīnghuá	tinh hoa	tinh hoa/tinh tuý
1942	31.09	目录	目錄	mùlù	mục lục	mục lục/bản kê/thư mục
1945	31.05	无限	無限	wúxiàn	vô hạn	vô hạn/vô cùng/vô tận
1947	30.96	宝贝	寶貝	bǎobèi	bảo bối	bảo bối/cục cưng/bé cưng/của quý/của báu
1952	30.84	战士	戰士	zhànshì	chiến sĩ	chiến sĩ
1957	30.77	改善	改善	gǎishàn	cải thiện	cải thiện/cải tiến
1960	30.69	冲突	衝突	chōngtū	xung đột	xung đột/mâu thuẫn/va chạm/bất đồng/đụng chạm/xích mích/công kích/tấn công
1961	30.67	成就	成就	chéngjìu	thành tựu	thành tựu/thành quả/thành tích/hoàn thành/làm trọn/đạt được/giành được
1962	30.66	公平	公平	gōngpíng	công bình	công bình/công bằng/không thiên vị
1967	30.62	伦敦	倫敦	lúndūn	luân đôn	Luân Đôn/London
1970	30.55	路线	路線	lùxiàn	lộ tuyến	lộ tuyến/tuyến đường/đường đi/đường lối
1973	30.51	战斗	戰鬥	zhàndǒu	chiến đấu	chiến đấu/đấu tranh
1980	30.36	规律	規律	gūilv̀	quy luật	quy luật/luật
1987	30.26	首都	首都	shǒudū	thủ đô	thủ đô/thủ phủ
1988	30.25	沉重	沉重	chénzhòng	trầm trọng	trầm trọng/nặng/nặng nề/nặng trĩu/phiền toái/trách nhiệm/gánh nặng/nhiệm vụ
1992	30.14	证据	證據	zhèngjù	chứng cứ	chứng cớ/chứng cứ/bằng chứng
1994	30.1	异常	異常	yìcháng	dị thường	dị thường/khác thường/đặc biệt/phi thường/rất
2000	30.05	天堂	天堂	tiāntáng	thiên đường	thiên đường/thiên đàng/thiên thai/nơi sống hạnh phúc tốt đẹp
2001	30.04	百姓	百姓	bǎixìng	bách tính	dân chúng/bách tính/nhân dân/trăm họ
2005	29.94	情形	情形	qíngxíng	tình hình	tình hình
2007	29.93	特征	特徵	tèzhēng	đặc trưng	đặc thù/đặc trưng
2008	29.92	结论	結論	jiélùn	kết luận	kết luận/phán quyết/tuyên án/kết thúc/phần cuối/sự chấm dứt
2013	29.86	利润	利潤	lìrùn	lợi nhuận	lợi nhuận/lãi
2016	29.81	具备	具備	jùbèi	cụ bị	cụ bị/có/đầy đủ/có đủ/có sẵn
2017	29.79	坚决	堅決	jiānjué	kiên quyết	kiên quyết/cương quyết
2028	29.64	院长	院長	yuàncháng	viện trưởng	viện trưởng
2031	29.61	杀人	殺人	shārén	sát nhân	giết người/sát nhân
2032	29.59	村民	村民	cūnmín	thôn dân	thôn dân
2038	29.44	人间	人間	rénjiān	nhân gian	nhân gian/xã hội loài người/trần gian
2039	29.43	男性	男性	nánxìng	nam tính	nam tính/nam giới/đàn ông
2042	29.38	多数	多數	duōshù	đa số	đa số/số nhiều/phần đông/phần nhiều
2048	29.33	批准	批准	pīzhǔn	phê chuẩn	phê chuẩn/chuẩn y/chuẩn phê/duyệt y/bằng lòng/thông qua
2049	29.33	腐败	腐敗	fǔbài	hủ bại	hủ bại/mục nát/thối rữa/hỏng/mục/ôi/thiu/cổ hủ/sa đoạ/hỗn loạn/đen tối
2050	29.32	民众	民眾	mínzhòng	dân chúng	dân chúng/quần chúng/nhân dân
2051	29.24	平常	平常	píngcháng	bình thường	bình thường/giản dị/ngày thường
2052	29.21	私人	私人	sīrén	tư nhân	tư nhân/cá nhân/người của mình
2054	29.21	临时	臨時	línshí	lâm thời	lâm thời/đến lúc/đến khi/tạm thời
2057	29.17	牺牲	犧牲	xīshēng	hi sinh/hy sinh	hy sinh/hi sinh/vật tế/súc vật làm vật tế
2061	29.11	全体	全體	quántǐ	toàn thể	toàn thể
2064	29.08	功夫	功夫	gōngfū	công phu	công phu/bản lãnh/bản lĩnh/trình độ/thời gian/công sức/võ thuật/kungfu
2065	29.07	得意	得意	déyì	đắc ý	đắc ý/hài lòng/tâm đắc/hả dạ/đắc chí/hả hê/hoan hỉ
2068	29.01	词典	詞典	cídiǎn	từ điển	từ điển
2070	29.0	邪恶	邪惡	xiéè	tà ác	tà ác/gian ác
2072	28.96	确认	確認	quèrèn	xác nhận	xác nhận/ghi nhận/thừa nhận
2075	28.94	指挥	指揮	zhǐhūi	chỉ huy	chỉ huy/sai khiến/điều khiển/người chỉ huy/nhạc trưởng
2077	28.89	相反	相反	xiāngfǎn	tương phản	tương phản/trái ngược nhau/trái lại/ngược lại
2078	28.88	主管	主管	zhǔguǎn	chủ quản	chủ quản/nhân viên chủ quản
2080	28.86	解放	解放	jiěfàng	giải phóng	giải phóng/tự do/phóng thích/thả tự do/tháo ra/thả ra/cởi ra
2081	28.8	武汉	武漢	wǔhàn	vũ hán	Vũ Hán
2083	28.77	俱乐部	俱樂部	jùlèbù	câu lạc bộ	câu lạc bộ
2086	28.71	精力	精力	jīnglì	tinh lực	tinh lực/tinh thần và thể lực/sinh lực/nghị lực
2089	28.68	形容	形容	xíngróng	hình dung	hình dung/hình dáng/hình dạng/miêu tả
2090	28.67	不安	不安	bùān	bất an	bất an/bất ổn/không yên/không thanh thản/lo lắng/không an lòng/không yên tâm/bứt rứt/băn khoăn
2091	28.65	改造	改造	gǎizào	cải tạo	cải tạo/sửa đổi/sửa lại
2095	28.6	大夫	大夫	dàfū	đại phu	thầy thuốc/đại phu/bác sĩ
2096	28.58	运行	運行	yùnxíng	vận hành	vận hành/vận chuyển/chuyển động
2100	28.54	和尚	和尚	héshàng	hòa thượng	hòa thượng/hoà thượng/sư tăng/thầy chùa/sư/sư ông/sư cụ
2104	28.5	大众	大眾	dàzhòng	đại chúng	đại chúng/quần chúng/dân chúng
2113	28.34	愤怒	憤怒	fènnù	phẫn nộ	phẫn nộ/căm phẫn
2117	28.29	小组	小組	xiǎozǔ	tiểu tổ	tiểu tổ/tổ/nhóm nhỏ
2119	28.2	完善	完善	wánshàn	hoàn thiện	hoàn thiện/trọn vẹn/đầy đủ
2125	28.01	尸体	屍體	shītǐ	thi thể	thi thể/xác/thây ma/xác chết
2129	27.95	都市	都市	dūshì	đô thị	đô thị/thành phố lớn
2144	27.71	等级	等級	děngjí	đẳng cấp	cấp bậc/đẳng cấp/cấp/bậc/thứ bậc/tôn ti trật tự/đẳng cấp xã hội
2159	27.58	机制	機制	jīzhì	cơ chế	làm bằng máy/chế tạo bằng máy/cơ chế vận hành/cơ chế/quy luật
2165	27.55	主义	主義	zhǔyì	chủ nghĩa	chủ nghĩa
2169	27.49	大楼	大樓	dàlóu	đại lâu	đại lâu/đại lầu/cao ốc
2171	27.47	决心	決心	juéxīn	quyết tâm	quyết tâm
2173	27.45	公安	公安	gōngān	công an	công an/cảnh sát
2177	27.32	神情	神情	shénqíng	thần tình	vẻ mặt/thần tình/thần sắc/vẻ/nét mặt
2180	27.27	军队	軍隊	jūndùi	quân đội	quân đội/nhà binh
2181	27.26	空中	空中	kōngzhōng	không trung	không trung/bầu trời/trên không/thông tin
2182	27.24	趋势	趨勢	qūshì	xu thế	xu thế/chiều hướng/xu hướng
2186	27.16	连接	連接	liánjiē	liên tiếp	liên tiếp/nối liền/tiếp nối
2188	27.15	欲望	欲望	yùwàng	dục vọng	dục vọng/ham muốn
2189	27.12	危机	危機	wēijī	nguy cơ	nguy cơ/mối nguy/khủng hoảng
2193	27.1	骄傲	驕傲	jiāoào	kiêu ngạo	kiêu ngạo/hãnh/kiêu căng/tự cao tự đại/ngạo mạn/tự hào/kiêu hãnh/niềm tự hào/niềm kiêu hãnh
2194	27.04	人权	人權	rénquán	nhân quyền	nhân quyền/quyền lợi căn bản của con người
2196	27.03	好奇	好奇	hǎoqí	hiếu kỳ	tò mò/hiếu kỳ/ham thích điều lạ
2197	27.02	保存	保存	bǎocún	bảo tồn	bảo tồn/giữ gìn/bảo vệ
2198	27.01	主编	主編	zhǔbiān	chủ biên	chủ biên/tổng biên tập
2201	26.95	党员	黨員	dǎngyuán	đảng viên	đảng viên
2203	26.92	科学家	科學家	kēxuéjiā	khoa học gia	khoa học gia/nhà khoa học/người nghiên cứu khoa học
2204	26.91	当代	當代	dāngdài	đương đại	đương đại/đương thời/ngày nay/thời nay
2207	26.86	伸手	伸手	shēnshǒu	thân thủ	thân thủ/đưa tay/chìa tay/nhúng tay/thò tay
2208	26.86	商务	商務	shāngwù	thương vụ	thương vụ/công việc buôn bán
2209	26.85	组合	組合	zǔhé	tổ hợp	tổ hợp
2211	26.83	云南	雲南	yúnnán	vân nam	Vân Nam/tỉnh Vân Nam
2212	26.79	房屋	房屋	fángwū	phòng ốc	phòng ốc/nhà/cái nhà/toà nhà
2213	26.77	部长	部長	bùcháng	bộ trưởng	bộ trưởng/tù trưởng/thủ lĩnh bộ lạc
2214	26.77	中年	中年	zhōngnián	trung niên	trung niên
2218	26.7	信仰	信仰	xìnyǎng	tín ngưỡng	tín ngưỡng/tin tưởng và ngưỡng mộ
2222	26.63	效率	效率	xiàolv̀	hiệu suất	hiệu suất/năng suất
2224	26.62	内地	內地	nèidì	nội địa	nội địa/đất liền
2225	26.62	艰难	艱難	jiānnán	gian nan	gian nan/khó khăn/gian khổ/khốn khổ
2229	26.59	外交	外交	wàijiāo	ngoại giao	ngoại giao/nước mình đối với nước ngoài
2231	26.54	天使	天使	tiānshǐ	thiên sứ	thiên sứ/thiên thần/sứ giả
2233	26.53	亲人	親人	qīnrén	thân nhân	thân nhân/người thân/phối ngẫu/thân thương/thân thiết/mến thương
2234	26.5	亲切	親切	qīnqiē	thân thiết	thân thiết/thân cận/thân mật/thân thương/nhiệt tình/ân cần
2237	26.48	仪式	儀式	yíshì	nghi thức	nghi thức/nghi lễ/lễ
2238	26.46	财政	財政	cáizhèng	tài chính	tài chính
2239	26.45	金钱	金錢	jīnqián	kim tiền	tiền tài/tiền bạc/kim tiền/tiền tệ
2240	26.45	祝福	祝福	zhùfú	chúc phúc	chúc phúc/chúc/chúc mừng/chúc tết
2248	26.28	热烈	熱烈	rèliè	nhiệt liệt	nhiệt liệt/sôi động/sôi nổi
2252	26.22	犹豫	猶豫	yóuyù	do dự	do dự/lưỡng lự/phân vân/chần chừ
2255	26.2	平安	平安	píngān	bình an	bình an/bình yên/yên ổn
2257	26.18	选举	選舉	xuǎnjǔ	tuyển cử	tuyển cử
2259	26.17	偶然	偶然	ǒurán	ngẫu nhiên	ngẫu nhiên/tình cờ/bất ngờ
2266	26.07	湖南	湖南	húnán	hồ nam	Hồ Nam
2269	26.01	暴力	暴力	bàolì	bạo lực	bạo lực/vũ lực/sức mạnh/quyền lực/cưỡng chế/bạo quyền/sức mạnh của nhà nước dùng để cưỡng chế/bạo lực cách mạng/cưỡng bức
2273	25.99	障碍	障礙	zhàngài	chướng ngại	chướng ngại/cản trở/ngăn chặn/trở ngại/vật cản/chướng ngại vật
2281	25.88	友谊	友誼	yǒuyí	hữu nghị	hữu nghị/tình hữu nghị
2282	25.88	入学	入學	rùxué	nhập học	nhập học/mới học/vào trường tiểu học
2283	25.87	奇迹	奇蹟	qíjī	kỳ tích	kỳ tích/kỳ công
2284	25.87	收获	收穫	shōuhuò	thu hoạch	thu hoạch/gặt hái
2287	25.79	情节	情節	qíngjié	tình tiết	tình tiết/trường hợp/tình huống
2290	25.72	极其	極其	jíqí	cực kì/cực kỳ	cực kỳ/vô cùng/hết sức
2291	25.72	真相	真相	zhēnxiāng	chân tướng	chân tướng/bộ mặt thật
2292	25.71	敏感	敏感	mǐngǎn	mẫn cảm	mẫn cảm/nhạy cảm/thính
2293	25.68	主张	主張	zhǔzhāng	chủ trương	chủ trương/cho là/cho rằng
2297	25.64	地理	地理	dìlǐ	địa lí/địa lý	địa lý/địa lý học/phong thuỷ
2298	25.62	商场	商場	shāngcháng	thương trường	thương trường/thị trường/cửa hàng tổng hợp/cửa hàng
2301	25.58	随意	隨意	súiyì	tùy ý	tùy ý/tuỳ ý
2308	25.55	高手	高手	gāoshǒu	cao thủ	cao thủ
2310	25.52	国王	國王	guówáng	quốc vương	quốc vương
2315	25.46	请求	請求	qǐngqíu	thỉnh cầu	thỉnh cầu/đề nghị/yêu cầu/đề xuất
2316	25.45	主意	主意	zhǔyì	chủ ý	chủ ý/chủ kiến/chủ định/biện pháp/phương pháp
2319	25.41	别墅	別墅	biéshù	biệt thự	biệt thự/vi-la
2324	25.37	同情	同情	tóngqíng	đồng tình	đồng tình/đồng cảm/thông cảm
2325	25.36	联想	聯想	liánxiǎng	liên tưởng	liên tưởng/nghĩ đến
2327	25.33	财产	財產	cáichǎn	tài sản	tài sản/của cải
2331	25.28	策略	策略	cèlvè	sách lược	sách lược/có phương pháp/có sách lược
2332	25.26	动手	動手	dòngshǒu	động thủ	động thủ/bắt đầu làm/bắt tay vào làm/sờ vào/chạm vào/đánh nhau
2335	25.23	聚会	聚會	jùhùi	tụ hội	tụ hội/tụ họp/gặp/gặp gỡ
2338	25.2	股票	股票	gǔpiào	cổ phiếu	cổ phiếu
2339	25.17	定位	定位	dìngwèi	định vị	định vị/xác định vị trí/định vị trí
2342	25.13	王子	王子	wángzǐ	vương tử	vương tử/hoàng tử/con vua
2349	25.05	设立	設立	shèlì	thiết lập	thiết lập/thành lập/mở ra
2351	25.03	秘书	祕書	mìshū	bí thư	bí thư/thư ký/công việc thư kí
2353	25.02	装饰	裝飾	zhuāngshì	trang sức	trang sức/trang trí/đồ trang sức/đồ trang trí
2354	25.01	登记	登記	dēngjì	đăng kí/đăng ký	đăng ký/vào sổ/ghi tên/khai
2356	24.99	顺便	順便	shùnbiàn	thuận tiện	thuận tiện/tiện thể/nhân tiện
2357	24.99	远处	遠處	yuǎnchù	viễn xứ	xa xa/viễn xứ/nơi xa/phương xa
2358	24.96	加工	加工	jiāgōng	gia công	gia công/chế biến/công việc hoàn chỉnh sản phẩm
2361	24.93	大事	大事	dàshì	đại sự	đại sự/việc lớn/việc hệ trọng/cố sức/ra sức/cật lực
2362	24.93	文艺	文藝	wényì	văn nghệ	văn nghệ
2372	24.86	抗议	抗議	kàngyì	kháng nghị	kháng nghị
2374	24.85	感激	感激	gǎnjī	cảm kích	cảm kích/biết ơn/cảm ơn
2390	24.67	孩儿	孩兒	háiér	hài nhi	con/hài nhi
2391	24.66	营养	營養	yíngyǎng	dinh dưỡng	dinh dưỡng/chất bổ/chất dinh dưỡng
2393	24.63	接待	接待	jiēdài	tiếp đãi	tiếp đãi/chiêu đãi/tiếp đón/khoản đãi/tiếp khách
2396	24.6	烦恼	煩惱	fánnǎo	phiền não	phiền não/phiền muộn/buồn phiền/buồn rầu/muộn phiền
2399	24.57	粮食	糧食	liángshí	lương thực	lương thực
2401	24.53	后果	後果	hòuguǒ	hậu quả	hậu quả/kết quả
2404	24.49	紧急	緊急	jǐnjí	khẩn cấp	khẩn cấp/cấp bách/hiểm nghèo
2405	24.49	统治	統治	tǒngzhì	thống trị	thống trị/chi phối/khống chế
2408	24.45	象征	象徵	xiàngzhēng	tượng trưng	tượng trưng/biểu tượng
2410	24.44	技能	技能	jìnéng	kĩ năng/kỹ năng	kỹ năng/năng lực
2411	24.44	平等	平等	píngděng	bình đẳng	ngang hàng/bình đẳng/công bằng/bình quyền/bằng đẳng
2412	24.4	坚定	堅定	jiāndìng	kiên định	kiên định/không dao động/kiên quyết/làm cho kiên định/giữ vững/củng cố
2413	24.37	旅客	旅客	lv̌kè	lữ khách	lữ khách/hành khách
2417	24.33	家族	家族	jiāzú	gia tộc	gia tộc/dòng họ
2418	24.33	亲戚	親戚	qīnqī	thân thích	thân thích/thông gia
2420	24.29	河南	河南	hénán	hà nam	Hà Nam/NAM/tỉnh Hà Nam
2424	24.28	供应	供應	gōngyìng	cung ứng	cung ứng/cung cấp
2426	24.27	积累	積累	jīlèi	tích lũy	tích lũy/tích luỹ/gom góp lại/chất chứa cho nhiều lên/vốn tích luỹ
2427	24.27	纪元	紀元	jìyuán	kỉ nguyên/kỷ nguyên	kỷ nguyên
2432	24.2	遵守	遵守	zūnshǒu	tuân thủ	tuân thủ/giữ gìn/tôn trọng/giữ đúng
2433	24.19	宇宙	宇宙	yǔzhòu	vũ trụ	vũ trụ/vạn vật/thế giới/suốt gầm trời
2437	24.15	真诚	真誠	zhēnchéng	chân thành	chân thành/chân thật/thành thật
2440	24.11	以往	以往	yǐwǎng	dĩ vãng	dĩ vãng/ngày xưa/ngày trước/trước kia/đã qua
2441	24.09	机械	機械	jīxiè	cơ giới	máy móc/cơ giới/cứng nhắc/không linh hoạt
2446	24.03	群体	群體	qúntǐ	quần thể	quần thể/bầy/đàn
2448	24.02	生物	生物	shēngwù	sinh vật	sinh vật
2451	23.99	秩序	秩序	zhìxù	trật tự	trật tự
2453	23.98	动力	動力	dònglì	động lực	động lực
2454	23.98	植物	植物	zhíwù	thực vật	thực vật/cây cối/cây
2455	23.97	饮食	飲食	yǐnshí	ẩm thực	ẩm thực/ăn uống/đồ ăn thức uống
2459	23.9	法院	法院	fǎyuàn	pháp viện	pháp viện/toà án
2461	23.9	团体	團體	tuántǐ	đoàn thể	đoàn thể
2463	23.84	市长	市長	shìcháng	thị trưởng	thị trưởng
2465	23.83	爆发	爆發	bàofā	bạo phát	bùng nổ/bạo phát/phun/nổ/phát tác/đột phá/đột phát/bùng lên/bật lên/oà lên/phá lên
2471	23.78	大厅	大廳	dàtīng	đại sảnh	đại sảnh/phòng khách
2474	23.74	不论	不論	bùlùn	bất luận	bất luận/dù/cho dù/bất kỳ/bất cứ/miễn bàn/không tranh cãi/không bàn
2475	23.73	文物	文物	wénwù	văn vật	văn vật/di vật văn hoá/hiện vật văn hoá khảo cổ
2477	23.72	大地	大地	dàdì	đại địa	đại địa/mặt đất/khắp nơi/đất nước/đất đai/thế giới/trái đất/địa cầu
2480	23.71	东京	東京	dōngjīng	đông kinh	Tô-ki-ô/Đông Kinh/Tokyo
2482	23.69	对外	對外	dùiwài	đối ngoại	đối ngoại
2484	23.68	除非	除非	chúfēi	trừ phi	trừ phi/trừ khi/nếu không/chỉ có/chỉ với điều kiện là/ngoài ra/trừ ra/trừ/loại ra/không kể
2487	23.64	性质	性質	xìngzhí	tính chất	tính chất
2488	23.62	江苏	江蘇	jiāngsū	giang tô	Giang Tô/tỉnh Giang Tô
2491	23.59	名人	名人	míngrén	danh nhân	danh nhân/người có tiếng tăm
2492	23.58	人体	人體	réntǐ	nhân thể	nhân thể/cơ thể người/thân thể
2494	23.56	公众	公眾	gōngzhòng	công chúng	công chúng/đại chúng/chung/công cộng
2495	23.55	跳舞	跳舞	tiàowǔ	khiêu vũ	khiêu vũ/múa/vũ đạo/nhảy múa tập thể
2497	23.54	绝望	絕望	juéwàng	tuyệt vọng	tuyệt vọng/hết hi vọng
2501	23.5	时报	時報	shíbào	thời báo	thời báo
2505	23.48	注重	注重	zhùzhòng	chú trọng	chú trọng/coi trọng
2509	23.41	混乱	混亂	hùnluàn	hỗn loạn	hỗn loạn/lẫn lộn/pha trộn/lộn xộn/lung tung/rối loạn
2510	23.41	增强	增強	zēngqiáng	tăng cường	tăng cường
2511	23.4	言论	言論	yánlùn	ngôn luận	ngôn luận/lời bàn
2514	23.39	客观	客觀	kèguān	khách quan	khách quan
2524	23.29	污染	汙染	wūrǎn	ô nhiễm	ô nhiễm/nhiễm bẩn/làm bẩn/sự ô nhiễm
2528	23.26	政权	政權	zhèngquán	chính quyền	chính quyền/cơ quan chính quyền/bộ máy hành chính/cơ quan hành chính
2529	23.25	商人	商人	shāngrén	thương nhân	thương nhân/thương gia/nhà kinh doanh/người buôn
2531	23.23	谈判	談判	tánpàn	đàm phán	đàm phán/thương lượng
2532	23.22	灿烂	燦爛	cànlàn	xán lạn	sáng lạn/xán lạn/rực rỡ/sáng rực
2534	23.21	友好	友好	yǒuhǎo	hữu hảo	hữu hảo/bạn thân/bạn tốt/bạn bè/hữu nghị
2535	23.17	勇敢	勇敢	yǒnggǎn	dũng cảm	dũng cảm/gan dạ
2539	23.09	转变	轉變	zhuǎnbiàn	chuyển biến	chuyển biến/biến chuyển/thay đổi
2543	23.03	义务	義務	yìwù	nghĩa vụ	nghĩa vụ/làm không/làm ủng hộ/nhiệm vụ
2544	23.01	江湖	江湖	jiānghú	giang hồ	giang hồ/khắp bốn phương/khắp nơi/khắp chốn/kẻ giang hồ/nghề giang hồ
2556	22.83	发动	發動	fādòng	phát động	phát động/bắt đầu/làm cho chuyển động/khởi động
2560	22.76	勉强	勉強	miǎnqiáng	miễn cưỡng	miễn cưỡng/gắng gượng/gượng gạo/cố ép/không đầy đủ/tạm thời/cố lắm/chỉ tạm
2564	22.68	本地	本地	běndì	bản địa	bản địa/vùng này/trong vùng/đặc sản/bản xứ
2565	22.68	残酷	殘酷	cánkù	tàn khốc	tàn khốc/hung ác khắc nghiệt
2567	22.65	指定	指定	zhǐdìng	chỉ định	chỉ định/đã định/quy định/xác định
2573	22.58	待遇	待遇	dàiyù	đãi ngộ	đãi ngộ/đối đãi/đối xử
2579	22.52	军人	軍人	jūnrén	quân nhân	quân nhân/người lính
2583	22.47	包含	包含	bāohán	bao hàm	bao hàm/chứa/có/hàm chứa/gồm/thấm đẫm
2587	22.44	同行	同行	tóngxíng	đồng hành	đồng hành/cùng ngành/cùng nghề/người cùng nghề/người cùng ngành/song hành/cùng đi
2588	22.43	落后	落後	luòhòu	lạc hậu	lạc hậu/rớt lại phía sau/chậm hơn kế hoạch
2592	22.33	老子	老子	lǎozǐ	lão tử	lão tử/bố/ba/cha/tía/bố mày
2594	22.3	业主	業主	yèzhǔ	nghiệp chủ	nghiệp chủ
2597	22.26	冲动	沖動	chōngdòng	xung động	xúc động/xung động/kích thích/thúc đẩy/phát động/thôi thúc/bị kích thích/bị kích động/khởi động/xung lực/sôi nổi/quá xúc động
2601	22.26	发达	發達	fādá	phát đạt	phát đạt/thịnh vượng/phát triển
2602	22.25	权威	權威	quánwēi	quyền uy	quyền uy/uy tín/người có quyền uy nhất/người có vai vế nhất/người có địa vị nhất
2607	22.2	人心	人心	rénxīn	nhân tâm	lòng người/nhân tâm/thấu tình đạt lý
2608	22.18	对付	對付	dùifù	đối phó	đối phó/ứng phó/tạm/tạm bợ/hợp nhau/hợp
2610	22.17	少数	少數	shǎoshù	thiểu số	số ít/thiểu số
2611	22.13	高速	高速	gāosù	cao tốc	tốc độ cao/cao tốc/nhanh chóng/cực nhanh
2613	22.12	坚强	堅強	jiānqiáng	kiên cường	kiên cường/kiên quyết/làm cho mạnh mẽ/củng cố
