chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
4228	12.69	宠物	寵物	chǒngwù	sủng vật	sủng vật
4229	12.69	旋律	旋律	xuánlv̀	toàn luật/tuyền luật	giai điệu/nhịp điệu/hoàn luật/sự vận động hài hoà của thanh âm
4230	12.69	季度	季度	jìdù	quý đạc/quý độ	quý/ba tháng
4231	12.69	南北	南北	nánběi	nam bắc	nam bắc/từ nam đến bắc/chiều dọc/từ nam chí bắc
4232	12.68	健身	健身	jiànshēn	kiện thân/kiện quyên	tập thể hình/tập thể dục
4233	12.68	审判	審判	shěnpàn	thẩm phán	thẩm lí và phán quyết/xét xử
4234	12.68	大自然	大自然	dàzìrán	đại tự nhiên/thái tự nhiên	thiên nhiên/giới tự nhiên
4235	12.67	忧伤	憂傷	yōushāng	ưu thương	ưu thương/đau buồn
4236	12.67	身心	身心	shēnxīn	thân tâm/quyên tâm	thể xác và tinh thần
4237	12.66	发放	發放	fāfàng	phát phỏng/phát phóng	cho vay/phát cho/cấp cho/cấp/xử lý/xử trí/xử/phát/phát hành/bắn
4238	12.66	夕阳	夕陽	xīyáng	tịch dương	trời chiều/mặt trời chiều/ánh tà/tà dương/nắng chiều
4239	12.66	发誓	發誓	fāshì	phát thệ	thề/phát thệ/xin thề/lập thệ
4240	12.65	深情	深情	shēnqíng	thâm tình	thâm tình/tình cảm nồng nàn/tình sâu
4241	12.65	遗忘	遺忘	yíwàng	dị vong/di vong	quên đi/quên/quên mất/quên sạch
4242	12.65	天涯	天涯	tiānyá	thiên nhai	thiên nhai/chân trời/nơi xa xăm
4243	12.65	五百	五百	wǔbǎi	ngũ bá/ngũ mạch/ngũ bách	năm trăm
4244	12.65	刻意	刻意	kèyì	khắc ý	không cố ý/tận lực/tận tâm/hết sức/dồn hết tâm trí
4245	12.64	好些	好些	hǎoxiē	hảo tá/hảo ta/hiếu tá/hiếu ta	nhiều/rất nhiều
4246	12.64	原有	原有	yuányǒu	nguyên dựu/nguyên hữu	vốn có
4247	12.63	刊登	刊登	kāndēng	san đăng/khan đăng	đăng/xuất bản/công bố/ban bố
4248	12.63	水里	水裡	shǔilǐ	thủy lí/thủy lý	trong nước
4249	12.63	回过头	回過頭	húiguòtóu	hối qua đầu/hối quá đầu/hồi qua đầu/hồi quá đầu	quay đầu lại
4250	12.63	蓝天	藍天	lántiān	lam thiên	trời xanh/lam thiên/trời lam
4251	12.62	输出	輸出	shūchū	thú xích/thú xúy/thú xuất/thâu xích/thâu xúy/thâu xuất	phát ra/chuyển vận/xuất cảng/xuất khẩu
4252	12.61	统统	統統	tǒngtǒng	thống thống	hết thảy/mọi chuyện/tất cả/cả thảy
4253	12.61	假装	假裝	jiǎzhuāng	giả trang/giá trang	làm bộ/giả vờ/giả cách/vờ
4254	12.61	清新	清新	qīngxīn	thanh tân	tươi mát/trong lành/trong sạch
4256	12.6	反思	反思	fǎnsī	phiên tư/phiên tai/phiên tứ/phản tư/phản tai/phản tứ	nghĩ lại/suy nghĩ lại chuyện đã qua
4257	12.6	打发	打發	dǎfā	đả phát	phái/sai/đuổi/tống cổ/xua đuổi/đẩy/đẩy đi chỗ khác/làm tiêu mòn/tiêu hao/bỏ phí/tiêu ma/sắp xếp/chăm sóc
4258	12.6	班里	班裡	bānlǐ	ban lí/ban lý	trong ban
4260	12.6	激发	激發	jīfā	kích phát	kích phát/kích thích/kích động
4261	12.59	香水	香水	xiāngshǔi	hương thủy	nước hoa/dầu thơm
4262	12.59	看清	看清	kànqīng	khán thanh	thấy rõ
4263	12.58	车票	車票	chēpiào	xa phiêu/xa tiêu/xa phiếu	vé xe
4264	12.56	配套	配套	pèitào	phối sáo	nguyên bộ/đồng bộ/làm đồng bộ/làm cho hoàn chỉnh
4265	12.56	钻进	鑽進	zuànjìn	toàn tiến/toản tiến	tiến vào
4266	12.56	窗帘	窗簾	chuānglián	song liêm	bức màn/rèm cửa sổ/màn cửa/màn che/mành mành/rèm
4267	12.55	此地	此地	cǐdì	thử đích/thử địa	nơi đây
4268	12.54	朗读	朗讀	lǎngdú	lãng đậu/lãng độc	đọc chậm/đọc diễn cảm/đọc to/đọc thuộc lòng
4269	12.54	坐车	坐車	zuòchē	tọa xa	ngồi xe
4270	12.54	细心	細心	xìxīn	tế tâm	cẩn thận/cẩn thận tỉ mỉ/kỹ lưỡng/chu đáo
4271	12.53	说来	說來	shuōlái	duyệt lai/duyệt lãi/thuyết lai/thuyết lãi/thuế lai/thuế lãi	nói đến
4274	12.53	失眠	失眠	shīmián	thất miên	mất ngủ
4275	12.53	西边	西邊	xībiān	tây biên/tê biên	phía tây/hướng tây
4276	12.53	体内	體內	tǐnèi	thể nội/thể nạp	trong cơ thể
4277	12.52	航班	航班	hángbān	hàng ban	chuyến bay/lịch bay
4278	12.52	华丽	華麗	huálì	hoa ly/hoa lệ/hóa ly/hóa lệ	hoa lệ/lộng lẫy/đẹp đẽ và rực rỡ/tráng lệ
4279	12.51	相遇	相遇	xiāngyù	tương ngộ/tướng ngộ	gặp nhau
4282	12.5	发动机	發動機	fādòngjī	phát động ky/phát động ki/phát động cơ	động cơ/máy/mô-tơ
4283	12.5	某人	某人	mǒurén	mỗ nhân	người nào đó
4284	12.5	听懂	聽懂	tīngdǒng	thính đổng	nghe hiểu
4286	12.48	轮到	輪到	lúndào	luân đáo	đến phiên
4287	12.48	连连	連連	liánlián	liên liên	liên tục/lia lịa/liên miên/cuống quít
4288	12.48	警惕	警惕	jǐngtì	cảnh dịch	cảnh giác
4289	12.48	卖给	賣給	màigěi	mại cấp	bán cho
4290	12.48	模特	模特	mótè	mô đặc	người mẫu
4291	12.48	前者	前者	qiánzhě	tiền giả	người trước
4292	12.47	发射	發射	fāshè	phát dịch/phát xạ/phát dạ	phóng ra/bắn/phát ra/phóng
4293	12.47	好感	好感	hǎogǎn	hảo cảm/hiếu cảm	hảo cảm/thiện cảm/cảm tình/ấn tượng tốt
4294	12.47	城堡	城堡	chéngbǎo	thành bảo	tòa thành/thành nhỏ/thành luỹ/pháo đài
4295	12.47	外资	外資	wàizī	ngoại tư	đầu tư bên ngoài/vốn nước ngoài
4296	12.47	指望	指望	zhǐwàng	chỉ vọng	trông cậy vào/trông chờ/mong đợi/hi vọng/trông ngóng/điều hi vọng/điều mong đợi
4297	12.46	楼房	樓房	lóufáng	lâu bàng/lâu phòng	nhà lầu
4298	12.46	次日	次日	cìrì	thứ nhật	ngày kế
4300	12.45	麻木	麻木	mámù	ma mộc	chết lặng/tê/sự tê/tê tê
4301	12.45	日出	日出	rìchū	nhật xích/nhật xúy/nhật xuất	mặt trời mọc
4302	12.45	富裕	富裕	fùyù	phú dụ	giàu có/dồi dào/sung túc/làm cho giàu có
4303	12.44	主人公	主人公	zhǔréngōng	chủ nhân công	nhân vật chính
4304	12.43	不光	不光	bùguāng	phầu quang/phủ quang/bất quang/phi quang	không riêng/không chỉ/không những/chẳng những
4305	12.42	寂静	寂靜	jìjìng	tịch tĩnh	yên tĩnh/vắng vẻ/trống trải/yên lặng
4306	12.4	五月	五月	wǔyuè	ngũ nguyệt	tháng năm
4307	12.4	出名	出名	chūmíng	xích danh/xúy danh/xuất danh	nổi danh/nổi tiếng/có tiếng tăm/được nhiều người biết đến/đứng ra/đại diện/lấy danh nghĩa
4308	12.4	证件	證件	zhèngjiàn	chứng kiện	giấy chứng nhận/giấy tờ chứng nhận
4309	12.39	嘲笑	嘲笑	cháoxiào	trào tiếu	cười nhạo/chế giễu/chê cười
4310	12.39	充实	充實	chōngshí	sung thật	phong phú/đầy đủ/dư dật/dạt dào/tăng cường/bổ sung cho đủ/nâng cao chất lượng/làm phong phú
4312	12.39	收取	收取	shōuqǔ	thu thủ/thú thủ	thu/thu lấy
4313	12.39	跑来	跑來	pǎolái	bào lai/bào lãi	chạy tới
4314	12.38	心跳	心跳	xīntiào	tâm khiêu	tim đậpc/tim đập/trống ngực/tim dập dồn
4316	12.38	肩上	肩上	jiānshàng	kiên thượng/kiên thướng	trên vai
4317	12.37	上山	上山	shàngshān	thượng san/thượng sơn/thướng san/thướng sơn	lên núi
4319	12.36	时分	時分	shífēn	thì phận/thì phân/thời phận/thời phân	thời gian/lúc/khi
4320	12.35	热水	熱水	rèshǔi	nhiệt thủy	nước ấm/nước nóng
4321	12.35	重要性	重要性	zhòngyàoxìng	trọng yêu tính/trọng yếu tính/trùng yêu tính/trùng yếu tính	tầm quan trọng
4323	12.34	清洁	清潔	qīngjié	thanh khiết	vệ sinh/sạch sẽ/sạch
4324	12.33	红楼梦	紅樓咪	hónglóumèng	hồng lâu mễ/hồng lâu mộng/hồng lâu mị/hồng lâu mông	Hồng Lâu Mộng
4325	12.33	美味	美味	měiwèi	mĩ vị/mỹ vị	mỹ vị/món ăn ngon
4326	12.33	年年	年年	niánnián	niên niên	hàng năm/hằng năm/mỗi năm
4327	12.33	改成	改成	gǎichéng	cải thành	đổi thành/đổi/biến đổi/thay đổi/sửa thành/chữa thành
4330	12.32	树上	樹上	shùshàng	thụ thượng/thụ thướng	trên cây
4331	12.31	圈子	圈子	quānzǐ	quyển tử/quyển tý	vòng luẩn quẩn/vòng tròn/vật hình tròn/phạm vi
4332	12.31	制止	制止	zhìzhǐ	chế chỉ	ngăn lại/ngăn cấm/chặn đứng/ngăn chặn
4333	12.3	流露	流露	líulù	lưu lộ	biểu lộ/lưu lộ/bộc lộ/thổ lộ/để lộ
4334	12.3	搬家	搬家	bānjiā	ban gia/ban cô/bàn gia/bàn cô	chuyển nhà/dọn nhà/dời chỗ/chuyển chỗ/chuyển vị trí
4335	12.3	河边	河邊	hébiān	hà biên	bờ sông/ven sông
4337	12.28	海拔	海拔	hǎibá	hải bạt/hải bội	độ cao so với mặt biển/cao hơn mặt biển
4338	12.28	前天	前天	qiántiān	tiền thiên	hôm trước/ngày hôm trước/hôm kia
4339	12.28	海水	海水	hǎishǔi	hải thủy	nước biển/biển/đại dương
4341	12.27	签字	簽字	qiānzì	thiêm tự	ký tên/kí tên/ký/chữ ký
4342	12.27	老总	老總	lǎozǒng	lão tổng	thầy cai/thầy đội/ông tổng
4344	12.27	取代	取代	qǔdài	thủ đại/thủ đại (5 n)	thay thế được/lật đổ địa vị/thay thế địa vị
4345	12.26	时时	時時	shíshí	thì thì/thì thời/thời thì/thời thời	lúc nào cũng/thường thường/luôn luôn
4346	12.26	高等教育	高等教育	gāoděngjiàoyù	cao đẳng giáo dục	giáo dục cao đẳng
4347	12.26	示意	示意	shìyì	kì ý/thị ý	ý bảo/tỏ ý/ra hiệu
4348	12.26	精选	精選	jīngxuǎn	tinh tuyến/tinh tuyển	tinh tuyển/chọn kỹ càng/chọn những kẻ tinh nhuệ
4349	12.25	进城	進城	jìnchéng	tiến thành	vào thành
4351	12.25	随手	隨手	súishǒu	tùy thủ	tùy tay/tiện tay/thuận tay
4352	12.23	走开	走開	zǒukāi	tẩu khai	tránh ra/bỏ đi
4353	12.23	温泉	溫泉	wēnquán	ôn toàn/ôn tuyền/uẩn toàn/uẩn tuyền	ôn tuyền/suối nước nóng
4355	12.23	难看	難看	nánkàn	nan khán/nạn khán	khó coi/xấu xí/không đẹp mắt/xấu hổ/nhục nhã/mất mặt
4357	12.23	出声	出聲	chūshēng	xích thanh/xúy thanh/xuất thanh	ra tiếng/ra/lên tiếng/thốt ra/phát ra/bật ra
4359	12.22	怎能	怎能	zěnnéng	chẩm năng/chẩm nai/chẩm nại	có thể nào
4360	12.22	鲜血	鮮血	xiānxiě	tiên huyết/tiển huyết	máu tươi/tiên huyết/máu đào
4361	12.21	办学	辦學	bànxué	biện học/bạn học	quản lý trường học/mở trường/lập trường
4362	12.21	挥手	揮手	hūishǒu	huy thủ	phất tay/vung tay/khua tay/vẫy tay/vẫy chào
4363	12.21	车间	車間	chējiān	xa gian	phân xưởng
4364	12.2	开到	開到	kāidào	khai đáo	chạy đến
4365	12.2	陪伴	陪伴	péibàn	bồi bạn	làm bạn/đi cùng/đi với/đi theo
4366	12.19	上天	上天	shàngtiān	thượng thiên/thướng thiên	lên trời/phóng lên trời/lên thiên đàng/chầu trời/ông trời/trời
4368	12.18	自有	自有	zìyǒu	tự dựu/tự hữu	đều có/tự có
4369	12.18	终究	終究	zhōngjīu	chung cứu	chung quy/cuối cùng
4370	12.17	点燃	點燃	diǎnrán	điểm nhiên	châm/đốt/nhen/nhóm
4371	12.17	但愿	但願	dànyuàn	đãn nguyện	chỉ mong
4372	12.17	山路	山路	shānlù	san lộ/sơn lộ	sơn đạo
4374	12.16	见证	見證	jiànzhèng	kiến chứng/hiện chứng	chứng kiến/nhân chứng/làm chứng/bằng chứng
4376	12.16	胸口	胸口	xiōngkǒu	hung khẩu	ngực
4378	12.15	呼唤	呼喚	hūhuàn	hô hoán/há hoán	kêu gọi/hô hoán/hiệu triệu/kêu gào/kêu to/gào to/hò hét
4379	12.15	颇为	頗為	pǒwèi	phả vi/pha vi	có chút
4380	12.14	没见	沒見	méijiàn	một kiến/một hiện	không gặp/thấy
4382	12.12	乐意	樂意	lèyì	nhạc ý/lạc ý/nhạo ý	vui/cam tâm tình nguyện/vui lòng/tự nguyện/hài lòng/vui sướng/bằng lòng/vừa ý
4383	12.11	科目	科目	kēmù	khoa mục	khoa/môn/môn học/danh sách trúng tuyển
4384	12.1	报社	報社	bàoshè	báo xã	tòa soạn báo/toà soạn/toà báo
4385	12.1	盘子	盤子	pánzǐ	bàn tử/bàn tý	chén đĩa/bàn tử/mâm nhỏ/nồi nhỏ/khay/đĩa/mâm/tình hình buôn bán/giao dịch buôn bán
4386	12.09	讲课	講課	jiǎngkè	giảng khóa	giảng bài/giảng dạy/dạy học/giảng
4387	12.09	营造	營造	yíngzào	doanh tạo/doanh tháo (11 n)/dinh tạo/dinh tháo (11 n)	xây dựng/kiến tạo/tái tạo
4388	12.09	蚂蚁	螞蟻	mǎyǐ	mã nghĩ	con kiến
4389	12.08	细致	細緻	xìzhì	tế trí	cẩn thận/tinh tế tỉ mỉ/kỹ càng chu đáo
4390	12.07	补偿	補償	bǔcháng	bổ thường	bồi thường/đền bù/bổ sung/bổ khuyết
4392	12.06	品尝	品嚐	pǐncháng	phẩm thường	nhấm nháp/phẩm thường/thưởng thức/nếm/thử
4393	12.06	中外	中外	zhōngwài	trúng ngoại/trung ngoại	trung ngoại/trong và ngoài nước/trong nước và ngoài nước
4394	12.05	盼望	盼望	pànwàng	phán vọng	hy vọng/trông mong/mong mỏi/trông chờ
4397	12.05	抚摸	撫摸	fǔmō	phủ mạc/mô mạc	vuốt ve/xoa/vỗ về
4399	12.04	打扰	打擾	dǎrǎo	đả nhiễu	quấy rầy/quấy rối/làm phiền/chiêu đãi/tiếp đãi
4400	12.04	乳房	乳房	rǔfáng	nhũ bàng/nhũ phòng	vú
4402	12.04	满满	滿滿	mǎnmǎn	mãn mãn	tràn đầy
4404	12.03	弥补	彌補	míbǔ	di bổ	bù lại/bù đắp/đền bù
4406	12.02	索性	索性	suǒxìng	tác tính/sách tính	đơn giản/dứt khoát
4407	12.02	用不着	用不著	yòngbùzháo	dụng phầu trứ/dụng phầu khán/dụng phủ trứ/dụng phủ khán/dụng bất trứ/dụng bất khán/dụng phi trứ/dụng phi khán	không cần phải
4408	12.02	点评	點評	diǎnpíng	điểm bình	lời bình
4409	12.01	山区	山區	shānqū	san khu/san âu/sơn khu/sơn âu	vùng núi/miền núi/miền ngược/vùng rẻo cao
4410	12.01	被捕	被捕	bèibǔ	bị bộ/bí bộ	bị bắt/bị tó
4412	12.0	延长	延長	yáncháng	duyên trướng/duyên trường/duyên trưởng	kéo dài
4413	12.0	评为	評為	píngwèi	bình vi	bầu thành
4414	11.99	思索	思索	sīsuǒ	tư tác/tư sách/tai tác/tai sách/tứ tác/tứ sách	suy tư/suy nghĩ tìm tòi
4417	11.98	睁开	睜開	zhēngkāi	tĩnh khai/tranh khai	mở
4419	11.98	汉子	漢子	hànzǐ	hán tử/hán tý	hán tử/người đàn ông/nam/nam giới/chàng trai/anh hùng/chồng
4420	11.98	描绘	描繪	miáohùi	miêu hội	miêu tả/mô tả
4421	11.97	向来	向來	xiànglái	hướng lai/hướng lãi/hưởng lai/hưởng lãi	từ trước đến nay/luôn luôn
4422	11.96	一般人	一般人	yībānrén	nhất bát nhân/nhất ban nhân/nhất bàn nhân	người bình thường
4423	11.96	校友	校友	xiàoyǒu	giáo hữu/hiệu hữu/hào hữu	đồng học/bạn cùng trường/bạn học
4424	11.96	气愤	氣憤	qìfèn	khí phấn/khí phẫn/khất phấn/khất phẫn	tức giận/căm giận/bực tức/căm phẫn
4425	11.96	掀起	掀起	xiānqǐ	hiên khởi/hân khởi	nhấc lên/vén/mở/trào dâng/cuộn/dâng lên/dấy lên
4427	11.95	外贸	外貿	wàimào	ngoại mậu	buôn bán bên ngoài
4428	11.95	猛地	猛地	měngdì	mãnh đích/mãnh địa	mạnh
4430	11.95	浴室	浴室	yùshì	dục thất	phòng tắm/buồng tắm/nhà tắm/chỗ tắm
4431	11.94	打印机	打印機	dǎyìnjī	đả ấn ky/đả ấn ki/đả ấn cơ	máy đánh chữ
4433	11.94	各界	各界	gèjiè	các giới	các giới
4436	11.93	同期	同期	tóngqī	đồng ky/đồng kì/đồng kỳ	đồng kỳ/cùng thời/cùng thời kỳ/cùng thời gian/cùng khoá
4437	11.93	启发	啟發	qǐfā	khải phát	dẫn dắt/gợi ý
4438	11.92	签署	簽署	qiānshǔ	thiêm thự	ký tên/ký
4439	11.92	巴西	巴西	bāxī	ba tây/ba tê	Bra-xin Ba Tây/Brazil
4441	11.9	咳嗽	咳嗽	késòu	ái thấu/khái thấu	ho khan
4442	11.9	该死	該死	gāisǐ	cai tử	đáng chết/chết tiệt/phải gió
4443	11.9	坐上	坐上	zuòshàng	tọa thượng/tọa thướng	ngồi trên
4444	11.89	付款	付款	fùkuǎn	phó khoản	tiền trả/trả tiền/chi tiền/chi tiêu/chồng tiền/chuyển khoản/gửi
4445	11.89	瑞典	瑞典	rùidiǎn	thụy điển	Thuỵ Điển/Sweden
4446	11.89	太空	太空	tàikōng	thái khổng/thái không/thái khống	vũ trụ/bầu trời cao
4447	11.89	此前	此前	cǐqián	thử tiền	trước đây
4448	11.89	欢喜	歡喜	huānxǐ	hoàn hí/hoàn hỉ/hoan hí/hoan hỉ	vui mừng/vui vẻ/vui sướng/thích thú/thích/yêu thích/ưa thích
4450	11.88	装置	裝置	zhuāngzhì	trang trí	trang bị/lắp đặt/lắp ráp/linh kiện lắp ráp/thiết bị
4451	11.88	一角	一角	yījiǎo	nhất giốc/nhất giác	một góc
4452	11.88	当地人	當地人	dāngdìrén	đương đích nhân/đương địa nhân/đáng đích nhân/đáng địa nhân	dân bản xứ
4453	11.87	朦胧	朦朧	ménglóng	mông lông	mông lung/ánh trăng mờ/lờ mờ/mịt mù
4454	11.87	瓶子	瓶子	píngzǐ	bình tử/bình tý	cái chai/lọ/bình
4455	11.87	回避	迴避	húibì	hối tị/hồi tị	lảng tránh/tránh/né tránh/trốn tránh/lánh đi/lẩn tránh
4457	11.87	派人	派人	pàirén	phái nhân	phái người
4458	11.87	时髦	時髦	shímáo	thì mao/thời mao	mốt/thời thượng/tân thời
4459	11.85	不宜	不宜	bùyí	phầu nghi/phủ nghi/bất nghi/phi nghi	không nên/không thích hợp/không hợp/không vừa sức
4460	11.85	驾车	駕車	jiàchē	giá xa	lái xe
4461	11.85	外套	外套	wàitào	ngoại sáo	áo khoác/áo ba-đơ-xuy/áo vét
4462	11.85	拳头	拳頭	quántóu	quyền đầu	nắm tay/quả đấm/nắm đấm
4463	11.85	坏人	壞人	huàirén	bùi nhân/phôi nhân/hoại nhân	người xấu/kẻ xấu/phần tử xấu
4464	11.85	影响力	影響力	yǐngxiǎnglì	ảnh hưởng lực	lực ảnh hưởng
4465	11.84	月中	月中	yuèzhōng	nguyệt trúng/nguyệt trung	giữa tháng
4466	11.84	正文	正文	zhèngwén	chánh văn/chánh vấn/chính văn/chính vấn	chính văn
4468	11.83	时而	時而	shíér	thì nhi/thời nhi	khi thì/chốc chốc/lúc thì
4469	11.83	就坐	就坐	jìuzuò	tựu tọa	an vị/vào chỗ
4470	11.82	南部	南部	nánbù	nam bộ	nam bộ/vùng phía nam/miền nam
4471	11.82	地毯	地毯	dìtǎn	đích thảm/địa thảm	thảm/thảm trải sàn/thảm trải nền
4472	11.82	盲目	盲目	mángmù	manh mục	mù quáng
4473	11.82	金色	金色	jīnsè	kim sắc	màu vàng/kim sắc
4476	11.81	第九	第九	dìjǐu	đệ cưu/đệ cửu	thứ chín
4478	11.8	旋转	旋轉	xuánzhuǎn	toàn chuyến/toàn chuyển/tuyền chuyến/tuyền chuyển	xoay tròn/quay xung quanh
4479	11.8	换成	換成	huànchéng	hoán thành	đổi thành
4481	11.8	十万	十萬	shíwàn	thập vạn/thập mặc	mười vạn
4482	11.79	服从	服從	fúcóng	phục tụng/phục túng/phục tung/phục thung/phục tòng	phục tòng/phục tùng/tuân theo/nghe theo
4484	11.79	陪同	陪同	péitóng	bồi đồng	cùng đi
4485	11.79	拜访	拜訪	bàifǎng	bái phỏng/bái phóng	bái phỏng/kính thăm/kính cẩn thăm hỏi/thăm viếng/thăm hỏi/viếng thăm
4488	11.77	棉花	棉花	miánhuā	miên hoa	bông/cây bông/cây bông vải/bông vải
4493	11.73	即是	即是	jíshì	tức thị	tức là
4495	11.73	补贴	補跕	bǔtiē	bổ thiếp	trợ cấp/phụ/trợ giúp/phụ cấp/bù vào/tiền phụ cấp/tiền trợ cấp
4496	11.72	马来西亚	馬來西亞	mǎláixīyà	mã lai tây á/mã lai tê á/mã lãi tây á/mã lãi tê á	Ma-lai-xi-a/Malaysia/Mã lai/Mã Lai Á
4497	11.72	歌迷	歌迷	gēmí	ca mê	mê ca nhạc/mê ca hát
4498	11.7	熟人	熟人	shúrén	thục nhân	người quen
4499	11.7	庆幸	慶幸	qìngxìng	khương hãnh/khương hạnh/khanh hãnh/khanh hạnh/khánh hãnh/khánh hạnh	may mắn/vui mừng
4500	11.69	车窗	車窗	chēchuāng	xa song	cửa kính xe/cửa sổ xe
4501	11.68	上床	上床	shàngchuáng	thượng sàng/thướng sàng	trên giường
4502	11.68	房产	房產	fángchǎn	bàng sản/phòng sản	bất động sản
4504	11.67	蜡烛	蠟燭	làzhú	trá chúc/chá chúc/lạp chúc	ngọn nến/cây nến/đèn cầy
4505	11.67	抓紧	抓緊	zhuājǐn	trảo khẩn/trao khẩn	nắm chặt/nắm chắc/nắm vững
4506	11.67	消耗	消耗	xiāohào	tiêu mạo/tiêu mao/tiêu háo	tiêu hao/làm tiêu hao
4507	11.66	喇叭	喇叭	lǎbā	lạt bá	loa/kèn đồng/còi/Lạt bá/cái loa
4508	11.66	却说	卻說	quèshuō	khước duyệt/khước thuyết/khước thuế/khích duyệt/khích thuyết/khích thuế	lại nói/lại nói về..
4510	11.64	坦克	坦克	tǎnkè	thản khắc	xe tăng
4513	11.63	带回	帶回	dàihúi	đái hối/đái hồi	mang về
4514	11.63	小型	小型	xiǎoxíng	tiểu hình	loại nhỏ/cỡ nhỏ
4516	11.63	基因	基因	jīyīn	cơ nhân	gien
4517	11.63	喊道	喊道	hǎndào	hảm đáo/hảm đạo	hô
4519	11.62	外人	外人	wàirén	ngoại nhân	ngoại nhân/người ngoài/người dưng/người nước ngoài/người ngoại quốc/người ngoài tổ chức hoặc phạm vi
4520	11.62	望去	望去	wàngqù	vọng khứ/vọng khu	nhìn lại
4521	11.62	起初	起初	qǐchū	khởi sơ	mới đầu/lúc đầu/đầu tiên/thoạt đầu/ban đầu
4522	11.62	融入	融入	róngrù	dong nhập/dung nhập	dung nhập
4524	11.62	平和	平和	pínghé	bình họa/bình hòa/biền họa/biền hòa	bình thản/ôn hoà/hoà nhã/nhã nhặn/ngừng quấy rối
4525	11.61	站起身	站起身	zhànqǐshēn	trạm khởi thân/trạm khởi quyên	đứng lên
4526	11.61	建筑物	建築物	jiànzhúwù	kiến trúc vật/kiển trúc vật	vật kiến trúc/công trình kiến trúc/công trình xây dựng/toà nhà/công trình
4527	11.61	游人	遊人	yóurén	du nhân	du khách/khách du lịch/người đi chơi
4529	11.59	常识	常識	chángshì	thường chí/thường thức	thưởng thức/thường thức
4530	11.58	标签	標籤	biāoqiān	phiêu thiêm/tiêu thiêm	nhãn/nhãn hiệu/ê-ti-két
4531	11.58	当日	當日	dāngrì	đương nhật/đáng nhật	ngày đó/lúc đầu/lúc đó/khi đó/hôm đó/hôm ấy
4532	11.58	仇恨	仇恨	chóuhèn	cừu hận	cừu hận/thù hận/mối thù/oán hận
4533	11.58	手枪	手槍	shǒuqiāng	thủ sanh/thủ sang/thủ thương	súng lục/súng ngắn
4534	11.57	车祸	車禍	chēhuò	xa họa	tai nạn xe cộ/tai nạn ô-tô
4535	11.57	内裤	內褲	nèikù	nội khố/nạp khố	quần lót/nội khố
4536	11.57	吉他	吉他	jítā	cát tha	đàn ghi-ta
4537	11.56	多余	多餘	duōyú	đa dư	dư thừa/dư/thừa/thừa thãi/không cần/không cần thiết
4538	11.56	九十	九十	jǐushí	cưu thập/cửu thập	chín mươi
4539	11.55	平淡	平淡	píngdàn	bình đạm/biền đạm	bình thản/bình thường/vô vị/nhạt nhẽo/tầm thường
4540	11.55	卡车	卡車	qiǎchē	tạp xa	xe tải/xe cam nhông/xe chở hàng
4541	11.54	履行	履行	lv̌xíng	lí hành/lí hạnh/lí hạng/lí hàng/lý hành/lý hạnh/lý hạng/lý hàng	thực hiện/thực thi/thi hành
4542	11.54	忽视	忽視	hūshì	hốt thị	bỏ qua/xem nhẹ/coi nhẹ/lơ là/chểnh mảng/không chú ý/khinh thường
4544	11.54	深度	深度	shēndù	thâm đạc/thâm độ	chiều sâu/độ sâu/mức độ/bề sâu
4547	11.52	到位	到位	dàowèi	đáo vị	đúng chỗ/đúng lúc/đúng hạn/thích hợp/đúng thời gian đã định
4548	11.52	西瓜	西瓜	xīguā	tây qua/tê qua	tây qua/dưa hấu/dưa đỏ/quả dưa hấu/trái dưa hấu
4549	11.52	领先	領先	lǐngxiān	lĩnh tiên/lĩnh tiến	dẫn đầu/vượt lên đầu/dẫn trước/tiên phong/đi đầu
4551	11.51	诊断	診斷	zhěnduàn	chẩn đoạn/chẩn đoán	chẩn đoán bệnh
4554	11.5	教科书	教科書	jiàokēshū	giáo khoa thư	sách giáo khoa
4555	11.5	厌恶	厭惡	yànè	yếm ố/yếm ác/yếm ô/yêm ố/yêm ác/yêm ô/áp ố/áp ác/áp ô/ấp ố/ấp ác/ấp ô	chán ghét
4559	11.49	跑步	跑步	pǎobù	bào bộ	chạy bộ/chạy
4560	11.47	奔驰	奔馳	bēnchí	bôn trì	trên đường/bôn ba/lao/vụt/chạy băng băng
4561	11.47	中东	中東	zhōngdōng	trúng đông/trung đông	vùng Trung Đông
4564	11.46	治理	治理	zhìlǐ	trị lí/trị lý/trì lí/trì lý	thống trị/quản lý/cai quản/xử lý/sửa trị/chữa trị
4565	11.46	老先生	老先生	lǎoxiānshēng	lão tiên sanh/lão tiên sinh/lão tiến sanh/lão tiến sinh	lão tiên sinh
4566	11.46	昔日	昔日	xīrì	tích nhật	ngày xưa/tích nhật/ngày trước/thời trước
4567	11.46	划分	劃分	huáfēn	hoạch phận/hoạch phân/hoa phận/hoa phân	phân chia/chia ra/vạch/chia/phân định/phân biệt
4568	11.46	困境	困境	kùnjìng	khốn cảnh	khốn cảnh/hoàn cảnh khó khăn/cảnh khốn cùng/cảnh khốn khó
4569	11.46	冲进	沖進	chōngjìn	xung tiến/trùng tiến	vọt vào/chạy ào
4571	11.45	风暴	風暴	fēngbào	phong bộc/phong bạo	gió lốc/một cơn lốc/gió bão/bão táp/bão
